"age_group";"vac_number";"vac_exposure_date";"n";"n_total";"cum_sum"
"70-79";"Dose One";2021-11-18;3;27628;0.892826118430578
"70-79";"Dose One";2021-11-19;5;27628;0.893007094252208
"70-79";"Dose One";2021-11-20;1;27628;0.893043289416534
"70-79";"Dose One";2021-11-22;3;27628;0.893151874909512
"70-79";"Dose One";2021-11-23;4;27628;0.893296655566816
"70-79";"Dose One";2021-11-24;3;27628;0.893405241059794
"70-79";"Dose One";2021-11-25;5;27628;0.893586216881425
"70-79";"Dose One";2021-11-26;5;27628;0.893767192703055
"70-79";"Dose One";2021-11-27;1;27628;0.893803387867381
"70-79";"Dose One";2021-11-29;2;27628;0.893875778196033
"70-79";"Dose One";2021-11-30;3;27628;0.893984363689011
"70-79";"Dose One";2021-12-01;6;27628;0.894201534674967
"70-79";"Dose One";2021-12-02;9;27628;0.894527291153902
"70-79";"Dose One";2021-12-03;8;27628;0.89481685246851
"70-79";"Dose One";2021-12-05;1;27628;0.894853047632836
"70-79";"Dose One";2021-12-06;1;27628;0.894889242797162
"70-79";"Dose One";2021-12-07;3;27628;0.89499782829014
"70-79";"Dose One";2021-12-08;2;27628;0.895070218618793
"70-79";"Dose One";2021-12-09;5;27628;0.895251194440423
"70-79";"Dose One";2021-12-10;3;27628;0.895359779933401
"70-79";"Dose One";2021-12-11;1;27628;0.895395975097727
"70-79";"Dose One";2021-12-13;4;27628;0.895540755755031
"70-79";"Dose One";2021-12-14;4;27628;0.895685536412335
"70-79";"Dose One";2021-12-15;2;27628;0.895757926740987
"70-79";"Dose One";2021-12-16;5;27628;0.895938902562618
"70-79";"Dose One";2021-12-17;7;27628;0.8961922687129
"70-79";"Dose One";2021-12-18;1;27628;0.896228463877226
"70-79";"Dose One";2021-12-19;1;27628;0.896264659041552
"70-79";"Dose One";2021-12-20;5;27628;0.896445634863182
"70-79";"Dose One";2021-12-21;3;27628;0.89655422035616
"70-79";"Dose One";2021-12-22;1;27628;0.896590415520486
"70-79";"Dose One";2021-12-23;1;27628;0.896626610684813
"70-79";"Dose One";2021-12-24;1;27628;0.896662805849139
"70-79";"Dose One";2021-12-28;2;27628;0.896735196177791
"70-79";"Dose One";2021-12-29;3;27628;0.896843781670769
"70-79";"Dose One";2021-12-30;2;27628;0.896916171999421
"70-79";"Dose One";2021-12-31;1;27628;0.896952367163747
"70-79";"Dose One";2022-01-04;1;27628;0.896988562328073
"70-79";"Dose One";2022-01-05;1;27628;0.897024757492399
"70-79";"Dose One";2022-01-07;2;27628;0.897097147821051
"70-79";"Dose One";2022-01-08;1;27628;0.897133342985377
"70-79";"Dose One";2022-01-10;1;27628;0.897169538149703
"70-79";"Dose One";2022-01-11;1;27628;0.897205733314029
"70-79";"Dose One";2022-01-12;2;27628;0.897278123642681
"70-79";"Dose One";2022-01-13;1;27628;0.897314318807007
"70-79";"Dose One";2022-01-14;2;27628;0.897386709135659
"70-79";"Dose One";2022-01-19;1;27628;0.897422904299986
"70-79";"Dose One";2022-01-20;1;27628;0.897459099464312
"70-79";"Dose One";2022-01-21;1;27628;0.897495294628638
"70-79";"Dose One";2022-01-24;1;27628;0.897531489792964
"70-79";"Dose One";2022-01-27;1;27628;0.89756768495729
"70-79";"Dose One";2022-01-28;1;27628;0.897603880121616
"70-79";"Dose One";2022-02-02;1;27628;0.897640075285942
"70-79";"Dose One";2022-02-03;1;27628;0.897676270450268
"70-79";"Dose One";2022-02-11;1;27628;0.897712465614594
"70-79";"Dose One";2022-02-17;2;27628;0.897784855943246
"70-79";"Dose One";2022-02-23;2;27628;0.897857246271898
"70-79";"Dose One";2022-04-19;1;27628;0.897893441436224
"70-79";"Dose One";2022-04-21;1;27628;0.89792963660055
"70-79";"Dose One";2022-05-27;1;27628;0.897965831764876
"70-79";"Dose One";NA;2819;27628;1
"70-79";"Dose Two";2021-01-25;1;27628;3.6195164326046e-05
"70-79";"Dose Two";2021-01-26;2;27628;0.000108585492978138
"70-79";"Dose Two";2021-01-27;2;27628;0.00018097582163023
"70-79";"Dose Two";2021-01-28;2;27628;0.000253366150282322
"70-79";"Dose Two";2021-01-29;5;27628;0.000434341971912552
"70-79";"Dose Two";2021-01-30;4;27628;0.000579122629216737
"70-79";"Dose Two";2021-02-01;4;27628;0.000723903286520921
"70-79";"Dose Two";2021-02-03;1;27628;0.000760098450846967
"70-79";"Dose Two";2021-02-04;4;27628;0.000904879108151151
"70-79";"Dose Two";2021-02-06;1;27628;0.000941074272477197
"70-79";"Dose Two";2021-02-08;1;27628;0.000977269436803243
"70-79";"Dose Two";2021-02-09;4;27628;0.00112205009410743
"70-79";"Dose Two";2021-02-10;1;27628;0.00115824525843347
"70-79";"Dose Two";2021-02-11;1;27628;0.00119444042275952
"70-79";"Dose Two";2021-02-12;4;27628;0.0013392210800637
"70-79";"Dose Two";2021-02-13;1;27628;0.00137541624438975
"70-79";"Dose Two";2021-02-15;2;27628;0.00144780657304184
"70-79";"Dose Two";2021-02-19;1;27628;0.00148400173736789
"70-79";"Dose Two";2021-02-22;2;27628;0.00155639206601998
"70-79";"Dose Two";2021-02-23;1;27628;0.00159258723034603
"70-79";"Dose Two";2021-02-24;1;27628;0.00162878239467207
"70-79";"Dose Two";2021-02-25;1;27628;0.00166497755899812
"70-79";"Dose Two";2021-03-03;2;27628;0.00173736788765021
"70-79";"Dose Two";2021-03-04;1;27628;0.00177356305197626
"70-79";"Dose Two";2021-03-05;2;27628;0.00184595338062835
"70-79";"Dose Two";2021-03-08;2;27628;0.00191834370928044
"70-79";"Dose Two";2021-03-09;2;27628;0.00199073403793253
"70-79";"Dose Two";2021-03-10;7;27628;0.00224410018821485
"70-79";"Dose Two";2021-03-11;26;27628;0.00318517446069205
"70-79";"Dose Two";2021-03-12;44;27628;0.00477776169103808
"70-79";"Dose Two";2021-03-13;3;27628;0.00488634718401622
"70-79";"Dose Two";2021-03-15;6;27628;0.00510351816997249
"70-79";"Dose Two";2021-03-16;62;27628;0.00734761835818735
"70-79";"Dose Two";2021-03-17;131;27628;0.0120891848848994
"70-79";"Dose Two";2021-03-18;121;27628;0.0164687997683509
"70-79";"Dose Two";2021-03-19;111;27628;0.0204864630085421
"70-79";"Dose Two";2021-03-20;5;27628;0.0206674388301723
"70-79";"Dose Two";2021-03-22;9;27628;0.0209931953091067
"70-79";"Dose Two";2021-03-23;61;27628;0.0232011003329955
"70-79";"Dose Two";2021-03-24;103;27628;0.0269292022585783
"70-79";"Dose Two";2021-03-25;88;27628;0.0301143767192703
"70-79";"Dose Two";2021-03-26;58;27628;0.032213696250181
"70-79";"Dose Two";2021-03-27;2;27628;0.0322860865788331
"70-79";"Dose Two";2021-03-29;10;27628;0.0326480382220935
"70-79";"Dose Two";2021-03-30;47;27628;0.0343492109454177
"70-79";"Dose Two";2021-03-31;50;27628;0.03615896916172
"70-79";"Dose Two";2021-04-01;47;27628;0.0378601418850442
"70-79";"Dose Two";2021-04-02;3;27628;0.0379687273780223
"70-79";"Dose Two";2021-04-03;6;27628;0.0381858983639786
"70-79";"Dose Two";2021-04-06;13;27628;0.0386564355002172
"70-79";"Dose Two";2021-04-07;27;27628;0.0396337049370204
"70-79";"Dose Two";2021-04-08;30;27628;0.0407195598668018
"70-79";"Dose Two";2021-04-09;27;27628;0.041696829303605
"70-79";"Dose Two";2021-04-12;3;27628;0.0418054147965832
"70-79";"Dose Two";2021-04-13;15;27628;0.0423483422614739
"70-79";"Dose Two";2021-04-14;43;27628;0.0439047343274938
"70-79";"Dose Two";2021-04-15;85;27628;0.0469813232952078
"70-79";"Dose Two";2021-04-16;82;27628;0.0499493267699435
"70-79";"Dose Two";2021-04-19;98;27628;0.053496452873896
"70-79";"Dose Two";2021-04-20;163;27628;0.0593962646590416
"70-79";"Dose Two";2021-04-21;287;27628;0.0697842768206168
"70-79";"Dose Two";2021-04-22;310;27628;0.081004777761691
"70-79";"Dose Two";2021-04-23;126;27628;0.0855653684667728
"70-79";"Dose Two";2021-04-24;3;27628;0.085673953959751
"70-79";"Dose Two";2021-04-26;152;27628;0.09117561893731
"70-79";"Dose Two";2021-04-27;362;27628;0.104278268423339
"70-79";"Dose Two";2021-04-28;1052;27628;0.142355581294339
"70-79";"Dose Two";2021-04-29;1482;27628;0.195996814825539
"70-79";"Dose Two";2021-04-30;1408;27628;0.246959606196612
"70-79";"Dose Two";2021-05-01;7;27628;0.247212972346894
"70-79";"Dose Two";2021-05-03;55;27628;0.249203706384827
"70-79";"Dose Two";2021-05-04;1214;27628;0.293144635876647
"70-79";"Dose Two";2021-05-05;1936;27628;0.363218474011872
"70-79";"Dose Two";2021-05-06;1774;27628;0.427428695526278
"70-79";"Dose Two";2021-05-07;1127;27628;0.468220645721732
"70-79";"Dose Two";2021-05-10;89;27628;0.47144201534675
"70-79";"Dose Two";2021-05-11;464;27628;0.488236571594035
"70-79";"Dose Two";2021-05-12;624;27628;0.510822354133488
"70-79";"Dose Two";2021-05-13;850;27628;0.541588243810627
"70-79";"Dose Two";2021-05-14;713;27628;0.567395395975098
"70-79";"Dose Two";2021-05-17;65;27628;0.569748081656291
"70-79";"Dose Two";2021-05-18;314;27628;0.581113363254669
"70-79";"Dose Two";2021-05-19;221;27628;0.589112494570725
"70-79";"Dose Two";2021-05-20;313;27628;0.600441581004778
"70-79";"Dose Two";2021-05-21;1143;27628;0.641812653829448
"70-79";"Dose Two";2021-05-22;205;27628;0.649232662516288
"70-79";"Dose Two";2021-05-23;195;27628;0.656290719559867
"70-79";"Dose Two";2021-05-24;297;27628;0.667040683364702
"70-79";"Dose Two";2021-05-25;560;27628;0.687309975387288
"70-79";"Dose Two";2021-05-26;564;27628;0.707724048067178
"70-79";"Dose Two";2021-05-27;364;27628;0.720899087881859
"70-79";"Dose Two";2021-05-28;1035;27628;0.758361082959317
"70-79";"Dose Two";2021-05-29;323;27628;0.770052121036629
"70-79";"Dose Two";2021-05-30;186;27628;0.776784421601274
"70-79";"Dose Two";2021-05-31;278;27628;0.786846677283915
"70-79";"Dose Two";2021-06-01;202;27628;0.794158100477776
"70-79";"Dose Two";2021-06-02;198;27628;0.801324743014333
"70-79";"Dose Two";2021-06-03;163;27628;0.807224554799479
"70-79";"Dose Two";2021-06-04;197;27628;0.81435500217171
"70-79";"Dose Two";2021-06-05;42;27628;0.815875199073404
"70-79";"Dose Two";2021-06-06;3;27628;0.815983784566382
"70-79";"Dose Two";2021-06-07;40;27628;0.817431591139424
"70-79";"Dose Two";2021-06-08;47;27628;0.819132763862748
"70-79";"Dose Two";2021-06-09;47;27628;0.820833936586072
"70-79";"Dose Two";2021-06-10;49;27628;0.822607499638048
"70-79";"Dose Two";2021-06-11;64;27628;0.824923990154915
"70-79";"Dose Two";2021-06-12;1;27628;0.824960185319241
"70-79";"Dose Two";2021-06-14;15;27628;0.825503112784132
"70-79";"Dose Two";2021-06-15;17;27628;0.826118430577675
"70-79";"Dose Two";2021-06-16;22;27628;0.826914724192848
"70-79";"Dose Two";2021-06-17;22;27628;0.827711017808021
"70-79";"Dose Two";2021-06-18;35;27628;0.828977848559432
"70-79";"Dose Two";2021-06-19;1;27628;0.829014043723759
"70-79";"Dose Two";2021-06-21;7;27628;0.829267409874041
"70-79";"Dose Two";2021-06-22;16;27628;0.829846532503258
"70-79";"Dose Two";2021-06-23;14;27628;0.830353264803822
"70-79";"Dose Two";2021-06-25;11;27628;0.830751411611409
"70-79";"Dose Two";2021-06-26;5;27628;0.830932387433039
"70-79";"Dose Two";2021-06-28;16;27628;0.831511510062256
"70-79";"Dose Two";2021-06-29;24;27628;0.832380194006081
"70-79";"Dose Two";2021-06-30;18;27628;0.83303170696395
"70-79";"Dose Two";2021-07-01;15;27628;0.83357463442884
"70-79";"Dose Two";2021-07-02;28;27628;0.83458809902997
"70-79";"Dose Two";2021-07-04;1;27628;0.834624294194296
"70-79";"Dose Two";2021-07-05;6;27628;0.834841465180252
"70-79";"Dose Two";2021-07-06;11;27628;0.835239611987838
"70-79";"Dose Two";2021-07-07;8;27628;0.835529173302447
"70-79";"Dose Two";2021-07-08;2;27628;0.835601563631099
"70-79";"Dose Two";2021-07-09;18;27628;0.836253076588968
"70-79";"Dose Two";2021-07-11;2;27628;0.83632546691762
"70-79";"Dose Two";2021-07-12;7;27628;0.836578833067902
"70-79";"Dose Two";2021-07-13;6;27628;0.836796004053858
"70-79";"Dose Two";2021-07-14;9;27628;0.837121760532793
"70-79";"Dose Two";2021-07-15;3;27628;0.837230346025771
"70-79";"Dose Two";2021-07-16;5;27628;0.837411321847401
"70-79";"Dose Two";2021-07-17;1;27628;0.837447517011727
"70-79";"Dose Two";2021-07-19;9;27628;0.837773273490662
"70-79";"Dose Two";2021-07-20;6;27628;0.837990444476618
"70-79";"Dose Two";2021-07-21;9;27628;0.838316200955552
"70-79";"Dose Two";2021-07-22;6;27628;0.838533371941509
"70-79";"Dose Two";2021-07-23;6;27628;0.838750542927465
"70-79";"Dose Two";2021-07-24;1;27628;0.838786738091791
"70-79";"Dose Two";2021-07-25;2;27628;0.838859128420443
"70-79";"Dose Two";2021-07-26;3;27628;0.838967713913421
"70-79";"Dose Two";2021-07-27;3;27628;0.839076299406399
"70-79";"Dose Two";2021-07-28;3;27628;0.839184884899377
"70-79";"Dose Two";2021-07-29;4;27628;0.839329665556682
"70-79";"Dose Two";2021-07-30;6;27628;0.839546836542638
"70-79";"Dose Two";2021-08-02;3;27628;0.839655422035616
"70-79";"Dose Two";2021-08-03;3;27628;0.839764007528594
"70-79";"Dose Two";2021-08-04;3;27628;0.839872593021572
"70-79";"Dose Two";2021-08-05;2;27628;0.839944983350224
"70-79";"Dose Two";2021-08-06;4;27628;0.840089764007529
"70-79";"Dose Two";2021-08-09;2;27628;0.840162154336181
"70-79";"Dose Two";2021-08-10;1;27628;0.840198349500507
"70-79";"Dose Two";2021-08-11;4;27628;0.840343130157811
"70-79";"Dose Two";2021-08-12;7;27628;0.840596496308093
"70-79";"Dose Two";2021-08-13;4;27628;0.840741276965397
"70-79";"Dose Two";2021-08-16;3;27628;0.840849862458376
"70-79";"Dose Two";2021-08-17;1;27628;0.840886057622702
"70-79";"Dose Two";2021-08-18;7;27628;0.841139423772984
"70-79";"Dose Two";2021-08-20;5;27628;0.841320399594614
"70-79";"Dose Two";2021-08-23;2;27628;0.841392789923266
"70-79";"Dose Two";2021-08-24;3;27628;0.841501375416244
"70-79";"Dose Two";2021-08-25;3;27628;0.841609960909223
"70-79";"Dose Two";2021-08-27;7;27628;0.841863327059505
"70-79";"Dose Two";2021-08-31;4;27628;0.842008107716809
"70-79";"Dose Two";2021-09-01;4;27628;0.842152888374113
"70-79";"Dose Two";2021-09-02;1;27628;0.842189083538439
"70-79";"Dose Two";2021-09-03;3;27628;0.842297669031417
"70-79";"Dose Two";2021-09-07;1;27628;0.842333864195743
"70-79";"Dose Two";2021-09-08;2;27628;0.842406254524396
"70-79";"Dose Two";2021-09-09;5;27628;0.842587230346026
"70-79";"Dose Two";2021-09-10;5;27628;0.842768206167656
"70-79";"Dose Two";2021-09-13;1;27628;0.842804401331982
"70-79";"Dose Two";2021-09-14;1;27628;0.842840596496308
"70-79";"Dose Two";2021-09-15;2;27628;0.84291298682496
"70-79";"Dose Two";2021-09-16;3;27628;0.843021572317938
"70-79";"Dose Two";2021-09-17;3;27628;0.843130157810916
"70-79";"Dose Two";2021-09-20;2;27628;0.843202548139569
"70-79";"Dose Two";2021-09-22;2;27628;0.843274938468221
"70-79";"Dose Two";2021-09-23;5;27628;0.843455914289851
"70-79";"Dose Two";2021-09-24;1;27628;0.843492109454177
"70-79";"Dose Two";2021-09-27;1;27628;0.843528304618503
"70-79";"Dose Two";2021-09-28;1;27628;0.843564499782829
"70-79";"Dose Two";2021-09-29;2;27628;0.843636890111481
"70-79";"Dose Two";2021-10-01;2;27628;0.843709280440133
"70-79";"Dose Two";2021-10-06;1;27628;0.843745475604459
"70-79";"Dose Two";2021-10-07;3;27628;0.843854061097437
"70-79";"Dose Two";2021-10-08;2;27628;0.843926451426089
"70-79";"Dose Two";2021-10-13;3;27628;0.844035036919068
"70-79";"Dose Two";2021-10-14;1;27628;0.844071232083394
"70-79";"Dose Two";2021-10-15;2;27628;0.844143622412046
"70-79";"Dose Two";2021-10-20;3;27628;0.844252207905024
"70-79";"Dose Two";2021-10-21;3;27628;0.844360793398002
"70-79";"Dose Two";2021-10-22;2;27628;0.844433183726654
"70-79";"Dose Two";2021-10-26;6;27628;0.84465035471261
"70-79";"Dose Two";2021-10-27;7;27628;0.844903720862893
"70-79";"Dose Two";2021-10-28;2;27628;0.844976111191545
"70-79";"Dose Two";2021-10-29;17;27628;0.845591428985088
"70-79";"Dose Two";2021-11-02;10;27628;0.845953380628348
"70-79";"Dose Two";2021-11-03;14;27628;0.846460112928913
"70-79";"Dose Two";2021-11-04;20;27628;0.847184016215434
"70-79";"Dose Two";2021-11-05;25;27628;0.848088895323585
"70-79";"Dose Two";2021-11-07;1;27628;0.848125090487911
"70-79";"Dose Two";2021-11-08;16;27628;0.848704213117128
"70-79";"Dose Two";2021-11-09;27;27628;0.849681482553931
"70-79";"Dose Two";2021-11-10;26;27628;0.850622556826408
"70-79";"Dose Two";2021-11-11;31;27628;0.851744606920515
"70-79";"Dose Two";2021-11-12;38;27628;0.853120023164905
"70-79";"Dose Two";2021-11-13;3;27628;0.853228608657883
"70-79";"Dose Two";2021-11-15;8;27628;0.853518169972492
"70-79";"Dose Two";2021-11-16;40;27628;0.854965976545534
"70-79";"Dose Two";2021-11-17;41;27628;0.856449978282901
"70-79";"Dose Two";2021-11-18;39;27628;0.857861589691617
"70-79";"Dose Two";2021-11-19;28;27628;0.858875054292746
"70-79";"Dose Two";2021-11-20;3;27628;0.858983639785725
"70-79";"Dose Two";2021-11-21;4;27628;0.859128420443029
"70-79";"Dose Two";2021-11-22;28;27628;0.860141885044158
"70-79";"Dose Two";2021-11-23;52;27628;0.862024033589113
"70-79";"Dose Two";2021-11-24;41;27628;0.86350803532648
"70-79";"Dose Two";2021-11-25;58;27628;0.865607354857391
"70-79";"Dose Two";2021-11-26;36;27628;0.866910380773129
"70-79";"Dose Two";2021-11-27;8;27628;0.867199942087737
"70-79";"Dose Two";2021-11-28;2;27628;0.867272332416389
"70-79";"Dose Two";2021-11-29;24;27628;0.868141016360214
"70-79";"Dose Two";2021-11-30;30;27628;0.869226871289996
"70-79";"Dose Two";2021-12-01;35;27628;0.870493702041407
"70-79";"Dose Two";2021-12-02;47;27628;0.872194874764731
"70-79";"Dose Two";2021-12-03;28;27628;0.873208339365861
"70-79";"Dose Two";2021-12-04;4;27628;0.873353120023165
"70-79";"Dose Two";2021-12-06;2;27628;0.873425510351817
"70-79";"Dose Two";2021-12-07;5;27628;0.873606486173447
"70-79";"Dose Two";2021-12-08;2;27628;0.873678876502099
"70-79";"Dose Two";2021-12-09;20;27628;0.87440277978862
"70-79";"Dose Two";2021-12-10;25;27628;0.875307658896771
"70-79";"Dose Two";2021-12-12;2;27628;0.875380049225423
"70-79";"Dose Two";2021-12-13;12;27628;0.875814391197336
"70-79";"Dose Two";2021-12-14;21;27628;0.876574489648183
"70-79";"Dose Two";2021-12-15;16;27628;0.8771536122774
"70-79";"Dose Two";2021-12-16;28;27628;0.878167076878529
"70-79";"Dose Two";2021-12-17;18;27628;0.878818589836398
"70-79";"Dose Two";2021-12-19;2;27628;0.87889098016505
"70-79";"Dose Two";2021-12-20;11;27628;0.879289126972637
"70-79";"Dose Two";2021-12-21;10;27628;0.879651078615897
"70-79";"Dose Two";2021-12-22;12;27628;0.880085420587809
"70-79";"Dose Two";2021-12-23;16;27628;0.880664543217026
"70-79";"Dose Two";2021-12-24;5;27628;0.880845519038656
"70-79";"Dose Two";2021-12-27;4;27628;0.880990299695961
"70-79";"Dose Two";2021-12-28;6;27628;0.881207470681917
"70-79";"Dose Two";2021-12-29;7;27628;0.881460836832199
"70-79";"Dose Two";2021-12-30;5;27628;0.881641812653829
"70-79";"Dose Two";2021-12-31;1;27628;0.881678007818156
"70-79";"Dose Two";2022-01-02;1;27628;0.881714202982481
"70-79";"Dose Two";2022-01-03;2;27628;0.881786593311134
"70-79";"Dose Two";2022-01-04;5;27628;0.881967569132764
"70-79";"Dose Two";2022-01-05;2;27628;0.882039959461416
"70-79";"Dose Two";2022-01-07;1;27628;0.882076154625742
"70-79";"Dose Two";2022-01-08;1;27628;0.882112349790068
"70-79";"Dose Two";2022-01-09;1;27628;0.882148544954394
"70-79";"Dose Two";2022-01-10;3;27628;0.882257130447372
"70-79";"Dose Two";2022-01-11;5;27628;0.882438106269002
"70-79";"Dose Two";2022-01-12;3;27628;0.882546691761981
"70-79";"Dose Two";2022-01-13;11;27628;0.882944838569567
"70-79";"Dose Two";2022-01-14;3;27628;0.883053424062545
"70-79";"Dose Two";2022-01-16;1;27628;0.883089619226871
"70-79";"Dose Two";2022-01-17;3;27628;0.883198204719849
"70-79";"Dose Two";2022-01-18;1;27628;0.883234399884176
"70-79";"Dose Two";2022-01-19;6;27628;0.883451570870132
"70-79";"Dose Two";2022-01-20;4;27628;0.883596351527436
"70-79";"Dose Two";2022-01-21;6;27628;0.883813522513392
"70-79";"Dose Two";2022-01-22;1;27628;0.883849717677718
"70-79";"Dose Two";2022-01-24;2;27628;0.88392210800637
"70-79";"Dose Two";2022-01-26;2;27628;0.883994498335022
"70-79";"Dose Two";2022-01-27;1;27628;0.884030693499348
"70-79";"Dose Two";2022-01-28;3;27628;0.884139278992327
"70-79";"Dose Two";2022-01-31;3;27628;0.884247864485305
"70-79";"Dose Two";2022-02-01;1;27628;0.884284059649631
"70-79";"Dose Two";2022-02-02;2;27628;0.884356449978283
"70-79";"Dose Two";2022-02-03;2;27628;0.884428840306935
"70-79";"Dose Two";2022-02-04;2;27628;0.884501230635587
"70-79";"Dose Two";2022-02-05;1;27628;0.884537425799913
"70-79";"Dose Two";2022-02-08;1;27628;0.884573620964239
"70-79";"Dose Two";2022-02-13;1;27628;0.884609816128565
"70-79";"Dose Two";2022-02-14;1;27628;0.884646011292891
"70-79";"Dose Two";2022-02-18;2;27628;0.884718401621543
"70-79";"Dose Two";2022-02-21;1;27628;0.884754596785869
"70-79";"Dose Two";2022-02-25;2;27628;0.884826987114521
"70-79";"Dose Two";2022-02-27;1;27628;0.884863182278848
"70-79";"Dose Two";2022-03-03;1;27628;0.884899377443174
"70-79";"Dose Two";2022-03-04;1;27628;0.8849355726075
"70-79";"Dose Two";2022-03-08;1;27628;0.884971767771826
"70-79";"Dose Two";2022-03-11;1;27628;0.885007962936152
"70-79";"Dose Two";2022-03-22;1;27628;0.885044158100478
"70-79";"Dose Two";2022-03-31;1;27628;0.885080353264804
"70-79";"Dose Two";2022-04-21;1;27628;0.88511654842913
"70-79";"Dose Two";2022-05-20;1;27628;0.885152743593456
"70-79";"Dose Two";2022-05-26;1;27628;0.885188938757782
"70-79";"Dose Two";NA;3172;27628;1
"70-79";"Booster";2021-09-10;4;27628;0.000144780657304184
"70-79";"Booster";2021-09-11;10;27628;0.000506732300564645
"70-79";"Booster";2021-09-12;5;27628;0.000687708122194875
"70-79";"Booster";2021-09-13;25;27628;0.00159258723034603
"70-79";"Booster";2021-09-14;21;27628;0.00235268568119299
"70-79";"Booster";2021-09-15;21;27628;0.00311278413203996
"70-79";"Booster";2021-09-16;10;27628;0.00347473577530042
"70-79";"Booster";2021-09-17;27;27628;0.00445200521210366
"70-79";"Booster";2021-09-18;1;27628;0.00448820037642971
"70-79";"Booster";2021-09-20;2;27628;0.0045605907050818
"70-79";"Booster";2021-09-21;21;27628;0.00532068915592877
"70-79";"Booster";2021-09-22;22;27628;0.00611698277110178
"70-79";"Booster";2021-09-23;44;27628;0.00770957000144781
"70-79";"Booster";2021-09-24;10;27628;0.00807152164470827
"70-79";"Booster";2021-09-25;1;27628;0.00810771680903431
"70-79";"Booster";2021-09-27;11;27628;0.00850586361662082
"70-79";"Booster";2021-09-28;27;27628;0.00948313305342406
"70-79";"Booster";2021-09-29;63;27628;0.011763428405965
"70-79";"Booster";2021-09-30;78;27628;0.0145866512233966
"70-79";"Booster";2021-10-01;60;27628;0.0167583610829593
"70-79";"Booster";2021-10-04;31;27628;0.0178804111770667
"70-79";"Booster";2021-10-05;77;27628;0.0206674388301723
"70-79";"Booster";2021-10-06;77;27628;0.0234544664832778
"70-79";"Booster";2021-10-07;56;27628;0.0254813956855364
"70-79";"Booster";2021-10-08;15;27628;0.0260243231504271
"70-79";"Booster";2021-10-11;2;27628;0.0260967134790792
"70-79";"Booster";2021-10-13;44;27628;0.0276893007094252
"70-79";"Booster";2021-10-14;51;27628;0.0295352540900536
"70-79";"Booster";2021-10-15;37;27628;0.0308744751701173
"70-79";"Booster";2021-10-18;35;27628;0.0321413059215289
"70-79";"Booster";2021-10-19;34;27628;0.0333719415086145
"70-79";"Booster";2021-10-20;89;27628;0.0365933111336325
"70-79";"Booster";2021-10-21;96;27628;0.040068046908933
"70-79";"Booster";2021-10-22;41;27628;0.0415520486463009
"70-79";"Booster";2021-10-25;53;27628;0.0434703923555813
"70-79";"Booster";2021-10-26;191;27628;0.0503836687418561
"70-79";"Booster";2021-10-27;186;27628;0.0571159693065007
"70-79";"Booster";2021-10-28;215;27628;0.0648979296366006
"70-79";"Booster";2021-10-29;216;27628;0.0727160851310265
"70-79";"Booster";2021-10-30;4;27628;0.0728608657883307
"70-79";"Booster";2021-11-01;1;27628;0.0728970609526567
"70-79";"Booster";2021-11-02;270;27628;0.0826697553206892
"70-79";"Booster";2021-11-03;315;27628;0.0940712320833937
"70-79";"Booster";2021-11-04;437;27628;0.109888518893876
"70-79";"Booster";2021-11-05;374;27628;0.123425510351817
"70-79";"Booster";2021-11-06;13;27628;0.123896047488056
"70-79";"Booster";2021-11-08;265;27628;0.133487766034458
"70-79";"Booster";2021-11-09;423;27628;0.148798320544375
"70-79";"Booster";2021-11-10;503;27628;0.167004488200376
"70-79";"Booster";2021-11-11;542;27628;0.186622267265093
"70-79";"Booster";2021-11-12;468;27628;0.203561604169683
"70-79";"Booster";2021-11-13;18;27628;0.204213117127552
"70-79";"Booster";2021-11-14;1;27628;0.204249312291878
"70-79";"Booster";2021-11-15;300;27628;0.215107861589692
"70-79";"Booster";2021-11-16;551;27628;0.235051397133343
"70-79";"Booster";2021-11-17;582;27628;0.256116982771102
"70-79";"Booster";2021-11-18;605;27628;0.27801505718836
"70-79";"Booster";2021-11-19;505;27628;0.296293615173013
"70-79";"Booster";2021-11-20;33;27628;0.297488055595772
"70-79";"Booster";2021-11-21;3;27628;0.297596641088751
"70-79";"Booster";2021-11-22;329;27628;0.30950485015202
"70-79";"Booster";2021-11-23;598;27628;0.331149558418995
"70-79";"Booster";2021-11-24;691;27628;0.356160416968293
"70-79";"Booster";2021-11-25;705;27628;0.381678007818155
"70-79";"Booster";2021-11-26;608;27628;0.403684667728392
"70-79";"Booster";2021-11-27;74;27628;0.406363109888519
"70-79";"Booster";2021-11-28;2;27628;0.406435500217171
"70-79";"Booster";2021-11-29;430;27628;0.421999420877371
"70-79";"Booster";2021-11-30;681;27628;0.446648327783408
"70-79";"Booster";2021-12-01;755;27628;0.473975676849573
"70-79";"Booster";2021-12-02;905;27628;0.506732300564645
"70-79";"Booster";2021-12-03;657;27628;0.530512523526857
"70-79";"Booster";2021-12-04;120;27628;0.534855943245982
"70-79";"Booster";2021-12-05;19;27628;0.535543651368177
"70-79";"Booster";2021-12-06;17;27628;0.53615896916172
"70-79";"Booster";2021-12-07;144;27628;0.541371072824671
"70-79";"Booster";2021-12-08;14;27628;0.541877805125235
"70-79";"Booster";2021-12-09;588;27628;0.56316056174895
"70-79";"Booster";2021-12-10;501;27628;0.581294339076299
"70-79";"Booster";2021-12-11;52;27628;0.583176487621254
