"vac_exposure_date";"vac_number";"cancer_diagnosis_time";"n"
2021-09-11;"Dose Two";"1";2
2021-09-11;"Dose Two";"2";2
2021-09-11;"Dose Two";"4";1
2021-09-11;"Booster";"0";7
2021-09-11;"Booster";"1";7
2021-09-11;"Booster";"2";4
2021-09-11;"Booster";"3";8
2021-09-11;"Booster";"4";4
2021-09-12;"Dose One";"3";1
2021-09-12;"Dose One";"4";1
2021-09-12;"Dose Two";"0";3
2021-09-12;"Dose Two";"1";2
2021-09-12;"Dose Two";"2";1
2021-09-12;"Booster";"0";1
2021-09-12;"Booster";"1";5
2021-09-12;"Booster";"2";5
2021-09-12;"Booster";"3";6
2021-09-12;"Booster";"4";3
2021-09-13;"Dose One";"0";4
2021-09-13;"Dose One";"1";4
2021-09-13;"Dose One";"2";3
2021-09-13;"Dose One";"3";5
2021-09-13;"Dose One";"4";3
2021-09-13;"Dose Two";"0";7
2021-09-13;"Dose Two";"1";5
2021-09-13;"Dose Two";"2";4
2021-09-13;"Booster";"0";17
2021-09-13;"Booster";"1";36
2021-09-13;"Booster";"2";16
2021-09-13;"Booster";"3";16
2021-09-13;"Booster";"4";14
2021-09-14;"Dose One";"0";8
2021-09-14;"Dose One";"1";11
2021-09-14;"Dose One";"2";10
2021-09-14;"Dose One";"3";8
2021-09-14;"Dose One";"4";1
2021-09-14;"Dose Two";"0";14
2021-09-14;"Dose Two";"1";4
2021-09-14;"Dose Two";"2";8
2021-09-14;"Dose Two";"3";5
2021-09-14;"Dose Two";"4";3
2021-09-14;"Booster";"0";32
2021-09-14;"Booster";"1";31
2021-09-14;"Booster";"2";32
2021-09-14;"Booster";"3";23
2021-09-14;"Booster";"4";13
2021-09-15;"Dose One";"0";9
2021-09-15;"Dose One";"1";13
2021-09-15;"Dose One";"2";2
2021-09-15;"Dose One";"3";6
2021-09-15;"Dose One";"4";4
2021-09-15;"Dose Two";"0";11
2021-09-15;"Dose Two";"1";3
2021-09-15;"Dose Two";"2";6
2021-09-15;"Dose Two";"3";7
2021-09-15;"Dose Two";"4";5
2021-09-15;"Booster";"0";12
2021-09-15;"Booster";"1";10
2021-09-15;"Booster";"2";13
2021-09-15;"Booster";"3";12
2021-09-15;"Booster";"4";3
2021-09-16;"Dose One";"0";7
2021-09-16;"Dose One";"1";7
2021-09-16;"Dose One";"2";5
2021-09-16;"Dose One";"3";6
2021-09-16;"Dose One";"4";5
2021-09-16;"Dose Two";"0";10
2021-09-16;"Dose Two";"1";9
2021-09-16;"Dose Two";"2";8
2021-09-16;"Dose Two";"3";6
2021-09-16;"Dose Two";"4";6
2021-09-16;"Booster";"0";15
2021-09-16;"Booster";"1";16
2021-09-16;"Booster";"2";15
2021-09-16;"Booster";"3";15
2021-09-16;"Booster";"4";11
2021-09-17;"Dose One";"0";10
2021-09-17;"Dose One";"1";7
2021-09-17;"Dose One";"2";8
2021-09-17;"Dose One";"3";5
2021-09-17;"Dose One";"4";9
2021-09-17;"Dose Two";"0";13
2021-09-17;"Dose Two";"1";13
2021-09-17;"Dose Two";"2";6
2021-09-17;"Dose Two";"3";6
2021-09-17;"Dose Two";"4";3
2021-09-17;"Booster";"0";21
2021-09-17;"Booster";"1";25
2021-09-17;"Booster";"2";20
2021-09-17;"Booster";"3";20
2021-09-17;"Booster";"4";14
2021-09-18;"Dose One";"0";2
2021-09-18;"Dose One";"1";1
2021-09-18;"Dose One";"2";1
2021-09-18;"Dose One";"3";1
2021-09-18;"Dose Two";"0";7
2021-09-18;"Dose Two";"1";3
2021-09-18;"Dose Two";"2";2
2021-09-18;"Dose Two";"3";1
2021-09-18;"Dose Two";"4";1
2021-09-18;"Booster";"2";1
2021-09-18;"Booster";"3";1
2021-09-19;"Dose One";"0";1
2021-09-19;"Dose One";"3";2
2021-09-19;"Dose Two";"0";1
2021-09-19;"Dose Two";"2";2
2021-09-19;"Booster";"4";2
2021-09-20;"Dose One";"0";8
2021-09-20;"Dose One";"1";5
2021-09-20;"Dose One";"2";1
2021-09-20;"Dose One";"3";2
2021-09-20;"Dose One";"4";3
2021-09-20;"Dose Two";"0";9
2021-09-20;"Dose Two";"1";5
2021-09-20;"Dose Two";"2";4
2021-09-20;"Dose Two";"3";4
2021-09-20;"Dose Two";"4";3
2021-09-20;"Booster";"0";7
2021-09-20;"Booster";"1";25
2021-09-20;"Booster";"2";11
2021-09-20;"Booster";"3";7
2021-09-20;"Booster";"4";2
2021-09-21;"Dose One";"0";8
2021-09-21;"Dose One";"1";7
2021-09-21;"Dose One";"2";4
2021-09-21;"Dose One";"3";2
2021-09-21;"Dose One";"4";1
2021-09-21;"Dose Two";"0";9
2021-09-21;"Dose Two";"1";5
2021-09-21;"Dose Two";"2";8
2021-09-21;"Dose Two";"3";5
2021-09-21;"Dose Two";"4";3
2021-09-21;"Booster";"0";17
2021-09-21;"Booster";"1";17
2021-09-21;"Booster";"2";22
2021-09-21;"Booster";"3";20
2021-09-21;"Booster";"4";12
2021-09-22;"Dose One";"0";7
2021-09-22;"Dose One";"1";5
2021-09-22;"Dose One";"2";10
2021-09-22;"Dose One";"3";4
2021-09-22;"Dose One";"4";4
2021-09-22;"Dose Two";"0";7
2021-09-22;"Dose Two";"1";4
2021-09-22;"Dose Two";"2";3
2021-09-22;"Dose Two";"3";3
2021-09-22;"Dose Two";"4";3
2021-09-22;"Booster";"0";39
2021-09-22;"Booster";"1";23
2021-09-22;"Booster";"2";15
2021-09-22;"Booster";"3";16
2021-09-22;"Booster";"4";10
2021-09-23;"Dose One";"0";9
2021-09-23;"Dose One";"1";7
2021-09-23;"Dose One";"2";4
2021-09-23;"Dose One";"3";3
2021-09-23;"Dose One";"4";2
2021-09-23;"Dose Two";"0";11
2021-09-23;"Dose Two";"1";9
2021-09-23;"Dose Two";"2";6
2021-09-23;"Dose Two";"3";5
2021-09-23;"Dose Two";"4";3
2021-09-23;"Booster";"0";51
2021-09-23;"Booster";"1";34
2021-09-23;"Booster";"2";21
2021-09-23;"Booster";"3";27
2021-09-23;"Booster";"4";15
2021-09-24;"Dose One";"0";6
2021-09-24;"Dose One";"1";1
2021-09-24;"Dose One";"2";3
2021-09-24;"Dose One";"3";1
2021-09-24;"Dose One";"4";3
2021-09-24;"Dose Two";"0";11
2021-09-24;"Dose Two";"1";5
2021-09-24;"Dose Two";"2";2
2021-09-24;"Dose Two";"3";2
2021-09-24;"Dose Two";"4";4
2021-09-24;"Booster";"0";12
2021-09-24;"Booster";"1";16
2021-09-24;"Booster";"2";11
2021-09-24;"Booster";"3";7
2021-09-24;"Booster";"4";5
2021-09-25;"Dose One";"0";2
2021-09-25;"Dose One";"1";2
2021-09-25;"Dose Two";"0";5
2021-09-25;"Dose Two";"1";2
2021-09-25;"Dose Two";"2";2
2021-09-25;"Dose Two";"4";1
2021-09-25;"Booster";"1";3
2021-09-25;"Booster";"2";1
2021-09-25;"Booster";"3";1
2021-09-26;"Dose One";"1";1
2021-09-26;"Dose Two";"4";1
2021-09-27;"Dose One";"0";9
2021-09-27;"Dose One";"1";3
2021-09-27;"Dose One";"2";4
2021-09-27;"Dose One";"3";2
2021-09-27;"Dose One";"4";4
2021-09-27;"Dose Two";"0";6
2021-09-27;"Dose Two";"1";7
2021-09-27;"Dose Two";"2";6
2021-09-27;"Dose Two";"3";2
2021-09-27;"Dose Two";"4";8
2021-09-27;"Booster";"0";20
2021-09-27;"Booster";"1";20
2021-09-27;"Booster";"2";11
2021-09-27;"Booster";"3";12
2021-09-27;"Booster";"4";6
2021-09-28;"Dose One";"0";4
2021-09-28;"Dose One";"1";5
2021-09-28;"Dose One";"2";3
2021-09-28;"Dose One";"3";7
2021-09-28;"Dose One";"4";2
2021-09-28;"Dose Two";"0";13
2021-09-28;"Dose Two";"1";6
2021-09-28;"Dose Two";"2";8
2021-09-28;"Dose Two";"3";3
2021-09-28;"Dose Two";"4";4
2021-09-28;"Booster";"0";44
2021-09-28;"Booster";"1";30
2021-09-28;"Booster";"2";21
2021-09-28;"Booster";"3";21
2021-09-28;"Booster";"4";16
2021-09-29;"Dose One";"0";7
2021-09-29;"Dose One";"1";7
2021-09-29;"Dose One";"2";2
2021-09-29;"Dose One";"3";4
2021-09-29;"Dose One";"4";2
2021-09-29;"Dose Two";"0";8
2021-09-29;"Dose Two";"1";6
2021-09-29;"Dose Two";"2";7
2021-09-29;"Dose Two";"3";10
2021-09-29;"Dose Two";"4";8
2021-09-29;"Booster";"0";106
2021-09-29;"Booster";"1";66
2021-09-29;"Booster";"2";41
2021-09-29;"Booster";"3";29
2021-09-29;"Booster";"4";25
2021-09-30;"Dose One";"0";7
2021-09-30;"Dose One";"1";7
2021-09-30;"Dose One";"2";6
2021-09-30;"Dose One";"3";2
2021-09-30;"Dose One";"4";4
2021-09-30;"Dose Two";"0";9
2021-09-30;"Dose Two";"1";9
2021-09-30;"Dose Two";"2";4
2021-09-30;"Dose Two";"3";3
2021-09-30;"Dose Two";"4";6
2021-09-30;"Booster";"0";136
2021-09-30;"Booster";"1";54
2021-09-30;"Booster";"2";48
2021-09-30;"Booster";"3";38
2021-09-30;"Booster";"4";38
2021-10-01;"Dose One";"0";5
2021-10-01;"Dose One";"2";4
2021-10-01;"Dose One";"4";2
2021-10-01;"Dose Two";"0";7
2021-10-01;"Dose Two";"1";2
2021-10-01;"Dose Two";"2";5
2021-10-01;"Dose Two";"3";2
2021-10-01;"Dose Two";"4";1
2021-10-01;"Booster";"0";103
2021-10-01;"Booster";"1";45
2021-10-01;"Booster";"2";36
2021-10-01;"Booster";"3";26
2021-10-01;"Booster";"4";26
2021-10-02;"Dose One";"0";2
2021-10-02;"Dose One";"3";1
2021-10-02;"Dose Two";"0";1
2021-10-02;"Dose Two";"1";1
2021-10-02;"Dose Two";"3";1
2021-10-02;"Booster";"1";1
2021-10-03;"Dose Two";"0";1
2021-10-04;"Dose One";"0";5
2021-10-04;"Dose One";"1";2
2021-10-04;"Dose One";"3";3
2021-10-04;"Dose One";"4";1
2021-10-04;"Dose Two";"0";4
2021-10-04;"Dose Two";"1";1
2021-10-04;"Dose Two";"2";1
2021-10-04;"Dose Two";"3";3
2021-10-04;"Dose Two";"4";1
2021-10-04;"Booster";"0";47
2021-10-04;"Booster";"1";30
2021-10-04;"Booster";"2";23
2021-10-04;"Booster";"3";14
2021-10-04;"Booster";"4";25
2021-10-05;"Dose One";"0";3
2021-10-05;"Dose One";"1";5
2021-10-05;"Dose One";"3";2
2021-10-05;"Dose One";"4";1
2021-10-05;"Dose Two";"0";11
2021-10-05;"Dose Two";"1";6
2021-10-05;"Dose Two";"2";8
2021-10-05;"Dose Two";"3";2
2021-10-05;"Booster";"0";126
2021-10-05;"Booster";"1";81
2021-10-05;"Booster";"2";68
2021-10-05;"Booster";"3";48
2021-10-05;"Booster";"4";36
2021-10-06;"Dose One";"0";2
2021-10-06;"Dose One";"1";3
2021-10-06;"Dose One";"2";3
2021-10-06;"Dose One";"3";1
2021-10-06;"Dose One";"4";3
2021-10-06;"Dose Two";"0";9
2021-10-06;"Dose Two";"1";8
2021-10-06;"Dose Two";"2";3
2021-10-06;"Dose Two";"3";2
2021-10-06;"Dose Two";"4";5
2021-10-06;"Booster";"0";105
2021-10-06;"Booster";"1";59
2021-10-06;"Booster";"2";44
2021-10-06;"Booster";"3";36
2021-10-06;"Booster";"4";29
2021-10-07;"Dose One";"0";16
2021-10-07;"Dose One";"1";4
2021-10-07;"Dose One";"2";3
2021-10-07;"Dose One";"3";2
2021-10-07;"Dose One";"4";4
2021-10-07;"Dose Two";"0";8
2021-10-07;"Dose Two";"1";9
2021-10-07;"Dose Two";"2";5
2021-10-07;"Dose Two";"3";10
2021-10-07;"Dose Two";"4";5
2021-10-07;"Booster";"0";92
2021-10-07;"Booster";"1";35
2021-10-07;"Booster";"2";33
2021-10-07;"Booster";"3";32
2021-10-07;"Booster";"4";29
2021-10-08;"Dose One";"0";8
2021-10-08;"Dose One";"1";6
2021-10-08;"Dose One";"2";3
2021-10-08;"Dose One";"3";4
2021-10-08;"Dose One";"4";3
2021-10-08;"Dose Two";"0";11
2021-10-08;"Dose Two";"1";5
2021-10-08;"Dose Two";"2";3
2021-10-08;"Dose Two";"3";7
2021-10-08;"Dose Two";"4";5
2021-10-08;"Booster";"0";42
2021-10-08;"Booster";"1";21
2021-10-08;"Booster";"2";12
2021-10-08;"Booster";"3";19
2021-10-08;"Booster";"4";11
2021-10-09;"Dose One";"1";2
2021-10-09;"Dose One";"3";1
2021-10-09;"Dose Two";"0";1
2021-10-09;"Dose Two";"1";1
2021-10-09;"Dose Two";"3";1
2021-10-09;"Dose Two";"4";1
2021-10-09;"Booster";"0";1
2021-10-10;"Dose One";"1";1
2021-10-11;"Dose One";"0";4
2021-10-11;"Dose One";"1";1
2021-10-11;"Dose One";"3";1
2021-10-11;"Dose One";"4";1
2021-10-11;"Dose Two";"0";4
2021-10-11;"Dose Two";"2";1
2021-10-11;"Dose Two";"4";1
2021-10-11;"Booster";"0";3
2021-10-11;"Booster";"1";6
2021-10-11;"Booster";"2";5
2021-10-11;"Booster";"3";4
2021-10-11;"Booster";"4";1
2021-10-12;"Dose Two";"0";2
2021-10-13;"Dose One";"0";2
2021-10-13;"Dose One";"1";3
2021-10-13;"Dose One";"2";2
2021-10-13;"Dose One";"3";2
2021-10-13;"Dose One";"4";2
2021-10-13;"Dose Two";"0";10
2021-10-13;"Dose Two";"1";11
2021-10-13;"Dose Two";"2";8
2021-10-13;"Dose Two";"3";6
2021-10-13;"Dose Two";"4";3
2021-10-13;"Booster";"0";54
2021-10-13;"Booster";"1";35
2021-10-13;"Booster";"2";22
2021-10-13;"Booster";"3";22
2021-10-13;"Booster";"4";23
2021-10-14;"Dose One";"0";5
2021-10-14;"Dose One";"1";2
2021-10-14;"Dose One";"2";2
2021-10-14;"Dose One";"3";4
2021-10-14;"Dose One";"4";4
2021-10-14;"Dose Two";"0";4
2021-10-14;"Dose Two";"1";7
2021-10-14;"Dose Two";"2";2
2021-10-14;"Dose Two";"3";1
2021-10-14;"Dose Two";"4";2
2021-10-14;"Booster";"0";69
2021-10-14;"Booster";"1";51
2021-10-14;"Booster";"2";41
2021-10-14;"Booster";"3";30
2021-10-14;"Booster";"4";26
2021-10-15;"Dose One";"0";9
2021-10-15;"Dose One";"1";4
2021-10-15;"Dose One";"2";3
2021-10-15;"Dose One";"4";2
2021-10-15;"Dose Two";"0";6
2021-10-15;"Dose Two";"1";1
2021-10-15;"Dose Two";"2";5
2021-10-15;"Dose Two";"3";4
2021-10-15;"Dose Two";"4";3
2021-10-15;"Booster";"0";59
2021-10-15;"Booster";"1";31
2021-10-15;"Booster";"2";28
2021-10-15;"Booster";"3";12
2021-10-15;"Booster";"4";11
2021-10-16;"Dose One";"2";1
2021-10-16;"Dose Two";"0";1
2021-10-16;"Dose Two";"4";1
2021-10-17;"Dose One";"1";1
2021-10-17;"Dose One";"3";1
2021-10-17;"Dose Two";"1";1
2021-10-17;"Booster";"0";1
2021-10-18;"Dose One";"0";1
2021-10-18;"Dose One";"1";1
2021-10-18;"Dose One";"3";3
2021-10-18;"Dose One";"4";2
2021-10-18;"Dose Two";"0";6
2021-10-18;"Dose Two";"1";2
2021-10-18;"Dose Two";"2";3
2021-10-18;"Dose Two";"3";1
2021-10-18;"Dose Two";"4";2
2021-10-18;"Booster";"0";50
2021-10-18;"Booster";"1";21
2021-10-18;"Booster";"2";18
2021-10-18;"Booster";"3";13
2021-10-18;"Booster";"4";15
2021-10-19;"Dose One";"0";1
2021-10-19;"Dose One";"1";1
2021-10-19;"Dose One";"2";2
2021-10-19;"Dose One";"4";1
2021-10-19;"Dose Two";"0";6
2021-10-19;"Dose Two";"1";2
2021-10-19;"Dose Two";"2";2
2021-10-19;"Dose Two";"4";1
2021-10-19;"Booster";"0";63
2021-10-19;"Booster";"1";32
2021-10-19;"Booster";"2";29
2021-10-19;"Booster";"3";20
2021-10-19;"Booster";"4";21
2021-10-20;"Dose One";"0";7
2021-10-20;"Dose One";"1";4
2021-10-20;"Dose One";"2";3
2021-10-20;"Dose One";"3";1
2021-10-20;"Dose One";"4";2
2021-10-20;"Dose Two";"0";8
2021-10-20;"Dose Two";"1";9
2021-10-20;"Dose Two";"2";2
2021-10-20;"Dose Two";"3";6
2021-10-20;"Dose Two";"4";2
2021-10-20;"Booster";"0";70
2021-10-20;"Booster";"1";77
2021-10-20;"Booster";"2";52
2021-10-20;"Booster";"3";34
2021-10-20;"Booster";"4";27
2021-10-21;"Dose One";"0";6
2021-10-21;"Dose One";"1";3
2021-10-21;"Dose One";"2";3
2021-10-21;"Dose One";"3";3
2021-10-21;"Dose One";"4";5
2021-10-21;"Dose Two";"0";9
2021-10-21;"Dose Two";"1";4
2021-10-21;"Dose Two";"2";7
2021-10-21;"Dose Two";"3";4
2021-10-21;"Dose Two";"4";3
2021-10-21;"Booster";"0";108
2021-10-21;"Booster";"1";92
2021-10-21;"Booster";"2";59
2021-10-21;"Booster";"3";46
2021-10-21;"Booster";"4";48
2021-10-22;"Dose One";"0";6
2021-10-22;"Dose One";"1";5
2021-10-22;"Dose One";"2";2
2021-10-22;"Dose One";"3";2
2021-10-22;"Dose One";"4";3
2021-10-22;"Dose Two";"0";5
2021-10-22;"Dose Two";"1";2
2021-10-22;"Dose Two";"2";5
2021-10-22;"Dose Two";"3";4
2021-10-22;"Dose Two";"4";2
2021-10-22;"Booster";"0";47
2021-10-22;"Booster";"1";24
2021-10-22;"Booster";"2";29
2021-10-22;"Booster";"3";25
2021-10-22;"Booster";"4";30
2021-10-23;"Dose One";"1";1
2021-10-23;"Dose One";"3";1
2021-10-23;"Dose One";"4";1
2021-10-23;"Dose Two";"0";1
2021-10-24;"Dose One";"1";1
2021-10-24;"Dose Two";"1";1
2021-10-24;"Dose Two";"4";1
2021-10-25;"Dose One";"0";3
2021-10-25;"Dose One";"1";3
2021-10-25;"Dose One";"2";1
2021-10-25;"Dose One";"3";2
2021-10-25;"Dose Two";"0";4
2021-10-25;"Dose Two";"2";2
2021-10-25;"Dose Two";"3";3
2021-10-25;"Dose Two";"4";1
2021-10-25;"Booster";"0";36
2021-10-25;"Booster";"1";43
2021-10-25;"Booster";"2";40
2021-10-25;"Booster";"3";35
2021-10-25;"Booster";"4";38
2021-10-26;"Dose One";"0";7
2021-10-26;"Dose One";"1";2
2021-10-26;"Dose One";"2";4
2021-10-26;"Dose One";"3";2
2021-10-26;"Dose One";"4";2
2021-10-26;"Dose Two";"0";2
2021-10-26;"Dose Two";"1";8
2021-10-26;"Dose Two";"2";4
2021-10-26;"Dose Two";"3";5
2021-10-26;"Dose Two";"4";5
2021-10-26;"Booster";"0";174
2021-10-26;"Booster";"1";123
2021-10-26;"Booster";"2";130
2021-10-26;"Booster";"3";101
2021-10-26;"Booster";"4";104
2021-10-27;"Dose One";"0";1
2021-10-27;"Dose One";"1";3
2021-10-27;"Dose One";"2";2
2021-10-27;"Dose One";"3";4
2021-10-27;"Dose One";"4";3
2021-10-27;"Dose Two";"0";8
2021-10-27;"Dose Two";"1";7
2021-10-27;"Dose Two";"2";2
2021-10-27;"Dose Two";"3";3
2021-10-27;"Dose Two";"4";3
2021-10-27;"Booster";"0";147
2021-10-27;"Booster";"1";164
2021-10-27;"Booster";"2";141
2021-10-27;"Booster";"3";115
2021-10-27;"Booster";"4";119
2021-10-28;"Dose One";"0";2
2021-10-28;"Dose One";"1";4
2021-10-28;"Dose One";"2";3
2021-10-28;"Dose One";"3";5
2021-10-28;"Dose One";"4";3
2021-10-28;"Dose Two";"0";9
2021-10-28;"Dose Two";"1";5
2021-10-28;"Dose Two";"3";4
2021-10-28;"Dose Two";"4";2
2021-10-28;"Booster";"0";173
2021-10-28;"Booster";"1";171
2021-10-28;"Booster";"2";177
2021-10-28;"Booster";"3";153
2021-10-28;"Booster";"4";136
2021-10-29;"Dose One";"0";2
2021-10-29;"Dose One";"1";1
2021-10-29;"Dose One";"2";5
2021-10-29;"Dose One";"3";2
2021-10-29;"Dose One";"4";3
2021-10-29;"Dose Two";"0";13
2021-10-29;"Dose Two";"1";7
2021-10-29;"Dose Two";"2";8
2021-10-29;"Dose Two";"3";2
2021-10-29;"Dose Two";"4";7
2021-10-29;"Booster";"0";140
2021-10-29;"Booster";"1";166
2021-10-29;"Booster";"2";163
2021-10-29;"Booster";"3";140
2021-10-29;"Booster";"4";128
2021-10-30;"Dose One";"0";2
2021-10-30;"Dose One";"4";2
2021-10-30;"Dose Two";"3";1
2021-10-30;"Dose Two";"4";1
2021-10-30;"Booster";"0";1
2021-10-30;"Booster";"1";8
2021-10-30;"Booster";"2";5
2021-10-30;"Booster";"3";9
2021-10-30;"Booster";"4";5
2021-10-31;"Dose One";"0";1
2021-10-31;"Dose Two";"3";2
2021-10-31;"Booster";"3";1
2021-11-01;"Dose Two";"1";1
2021-11-01;"Booster";"1";1
2021-11-01;"Booster";"2";1
2021-11-01;"Booster";"3";1
2021-11-02;"Dose One";"0";2
2021-11-02;"Dose One";"3";1
2021-11-02;"Dose One";"4";1
2021-11-02;"Dose Two";"0";5
2021-11-02;"Dose Two";"1";3
2021-11-02;"Dose Two";"2";3
2021-11-02;"Dose Two";"3";4
2021-11-02;"Dose Two";"4";2
2021-11-02;"Booster";"0";153
2021-11-02;"Booster";"1";141
2021-11-02;"Booster";"2";160
2021-11-02;"Booster";"3";133
2021-11-02;"Booster";"4";139
2021-11-03;"Dose One";"0";4
2021-11-03;"Dose One";"1";1
2021-11-03;"Dose One";"2";1
2021-11-03;"Dose One";"3";1
2021-11-03;"Dose One";"4";1
2021-11-03;"Dose Two";"0";6
2021-11-03;"Dose Two";"1";4
2021-11-03;"Dose Two";"2";6
2021-11-03;"Dose Two";"3";2
2021-11-03;"Dose Two";"4";11
2021-11-03;"Booster";"0";191
2021-11-03;"Booster";"1";160
2021-11-03;"Booster";"2";167
2021-11-03;"Booster";"3";180
2021-11-03;"Booster";"4";187
2021-11-04;"Dose One";"0";2
2021-11-04;"Dose One";"1";4
2021-11-04;"Dose One";"2";2
2021-11-04;"Dose One";"3";4
2021-11-04;"Dose One";"4";1
2021-11-04;"Dose Two";"0";6
2021-11-04;"Dose Two";"1";8
2021-11-04;"Dose Two";"2";4
2021-11-04;"Dose Two";"3";10
2021-11-04;"Dose Two";"4";10
2021-11-04;"Booster";"0";244
2021-11-04;"Booster";"1";214
2021-11-04;"Booster";"2";215
2021-11-04;"Booster";"3";198
2021-11-04;"Booster";"4";207
2021-11-05;"Dose One";"1";4
2021-11-05;"Dose One";"2";1
2021-11-05;"Dose One";"3";6
2021-11-05;"Dose One";"4";1
2021-11-05;"Dose Two";"0";9
2021-11-05;"Dose Two";"1";10
2021-11-05;"Dose Two";"2";11
2021-11-05;"Dose Two";"3";5
2021-11-05;"Dose Two";"4";9
2021-11-05;"Booster";"0";172
2021-11-05;"Booster";"1";174
2021-11-05;"Booster";"2";181
2021-11-05;"Booster";"3";166
2021-11-05;"Booster";"4";169
2021-11-06;"Dose One";"2";1
2021-11-06;"Dose One";"4";1
2021-11-06;"Dose Two";"0";1
2021-11-06;"Dose Two";"1";2
2021-11-06;"Booster";"0";4
2021-11-06;"Booster";"1";7
2021-11-06;"Booster";"2";10
2021-11-06;"Booster";"3";7
2021-11-06;"Booster";"4";4
2021-11-07;"Dose One";"1";1
2021-11-07;"Dose Two";"0";1
2021-11-07;"Dose Two";"1";1
2021-11-08;"Dose One";"0";1
2021-11-08;"Dose One";"1";1
2021-11-08;"Dose One";"2";2
2021-11-08;"Dose One";"3";1
2021-11-08;"Dose One";"4";1
2021-11-08;"Dose Two";"0";4
2021-11-08;"Dose Two";"1";6
2021-11-08;"Dose Two";"2";2
2021-11-08;"Dose Two";"3";5
2021-11-08;"Dose Two";"4";2
2021-11-08;"Booster";"0";115
2021-11-08;"Booster";"1";126
2021-11-08;"Booster";"2";107
2021-11-08;"Booster";"3";101
2021-11-08;"Booster";"4";114
2021-11-09;"Dose One";"0";2
2021-11-09;"Dose One";"3";1
2021-11-09;"Dose Two";"0";11
2021-11-09;"Dose Two";"1";6
2021-11-09;"Dose Two";"2";8
2021-11-09;"Dose Two";"3";8
2021-11-09;"Dose Two";"4";8
2021-11-09;"Booster";"0";180
2021-11-09;"Booster";"1";189
2021-11-09;"Booster";"2";185
2021-11-09;"Booster";"3";183
2021-11-09;"Booster";"4";185
2021-11-10;"Dose One";"0";4
2021-11-10;"Dose One";"1";3
2021-11-10;"Dose One";"2";3
2021-11-10;"Dose One";"3";2
2021-11-10;"Dose One";"4";1
2021-11-10;"Dose Two";"0";10
2021-11-10;"Dose Two";"1";7
2021-11-10;"Dose Two";"2";6
2021-11-10;"Dose Two";"3";8
2021-11-10;"Dose Two";"4";9
2021-11-10;"Booster";"0";203
2021-11-10;"Booster";"1";212
2021-11-10;"Booster";"2";227
2021-11-10;"Booster";"3";180
2021-11-10;"Booster";"4";211
2021-11-11;"Dose One";"0";4
2021-11-11;"Dose One";"2";3
2021-11-11;"Dose One";"3";4
2021-11-11;"Dose One";"4";2
2021-11-11;"Dose Two";"0";16
2021-11-11;"Dose Two";"1";3
2021-11-11;"Dose Two";"2";10
2021-11-11;"Dose Two";"3";9
2021-11-11;"Dose Two";"4";5
2021-11-11;"Booster";"0";205
2021-11-11;"Booster";"1";236
2021-11-11;"Booster";"2";251
2021-11-11;"Booster";"3";212
2021-11-11;"Booster";"4";216
2021-11-12;"Dose One";"0";2
2021-11-12;"Dose One";"1";3
2021-11-12;"Dose One";"2";2
2021-11-12;"Dose One";"3";3
2021-11-12;"Dose One";"4";2
2021-11-12;"Dose Two";"0";8
2021-11-12;"Dose Two";"1";7
2021-11-12;"Dose Two";"2";13
2021-11-12;"Dose Two";"3";12
2021-11-12;"Dose Two";"4";12
2021-11-12;"Booster";"0";207
2021-11-12;"Booster";"1";186
2021-11-12;"Booster";"2";189
2021-11-12;"Booster";"3";202
2021-11-12;"Booster";"4";168
2021-11-13;"Dose One";"0";1
2021-11-13;"Dose One";"1";1
2021-11-13;"Dose One";"3";1
2021-11-13;"Dose Two";"1";1
2021-11-13;"Dose Two";"4";2
2021-11-13;"Booster";"0";4
2021-11-13;"Booster";"1";5
2021-11-13;"Booster";"2";6
2021-11-13;"Booster";"3";8
2021-11-13;"Booster";"4";6
2021-11-14;"Dose One";"0";1
2021-11-14;"Dose One";"1";2
2021-11-14;"Dose Two";"1";1
2021-11-14;"Dose Two";"4";1
2021-11-14;"Booster";"3";2
2021-11-15;"Dose One";"0";5
2021-11-15;"Dose One";"1";2
2021-11-15;"Dose One";"2";4
2021-11-15;"Dose One";"3";2
2021-11-15;"Dose One";"4";1
2021-11-15;"Dose Two";"0";5
2021-11-15;"Dose Two";"1";3
2021-11-15;"Dose Two";"2";3
2021-11-15;"Dose Two";"3";4
2021-11-15;"Dose Two";"4";5
2021-11-15;"Booster";"0";118
2021-11-15;"Booster";"1";116
2021-11-15;"Booster";"2";121
2021-11-15;"Booster";"3";97
2021-11-15;"Booster";"4";112
2021-11-16;"Dose One";"0";4
2021-11-16;"Dose One";"1";4
2021-11-16;"Dose One";"2";3
2021-11-16;"Dose One";"3";6
2021-11-16;"Dose One";"4";2
2021-11-16;"Dose Two";"0";11
2021-11-16;"Dose Two";"1";16
2021-11-16;"Dose Two";"2";12
2021-11-16;"Dose Two";"3";11
2021-11-16;"Dose Two";"4";19
2021-11-16;"Booster";"0";192
2021-11-16;"Booster";"1";221
2021-11-16;"Booster";"2";212
2021-11-16;"Booster";"3";219
2021-11-16;"Booster";"4";205
2021-11-17;"Dose One";"0";2
2021-11-17;"Dose One";"1";3
2021-11-17;"Dose One";"2";4
2021-11-17;"Dose One";"3";3
2021-11-17;"Dose One";"4";5
2021-11-17;"Dose Two";"0";15
